سورہ نمبر,فعل (Verb),معنی (Meaning),حروف اصلی (Root Letters),مادہ/اصل کے مختلف اردو معانی,اردو میں مستعمل لفظ/جملے,عربی مثال,ترجمہ (مثال کا),صرفی و نحوی وضاحت
46,كَانَ,ہے وہ,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,كان الوالد في المنزل,والد گھر میں تھے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
46,يَهْدِى,ہدایت دیتا,هدي,ہدایت، رہنمائی، راستہ دکھانے,ہدایت دینا، راہ دکھانا، رہنمائی کرنا,يَهْدِى الله الناس الى الصراط المستقيم,اللہ لوگوں کو سیدھے راستے پر ہدایت دیتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
46,كَانَ,ہوتا وہ,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,كان الوالد في المنزل,والد گھر میں تھے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
46,بَلَغَ,وہ پہنچ چکا,بلغ,پہنچنا، مکمل کرنا، اطلاع دینا,پہنچنا، رسائی حاصل کرنا، برسانا,هو بلغ الهدف,وہ ہدف تک پہنچ گیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
46,قَالَ,کہا,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,هو قال الحق,وہ نے سچ بولا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
46,أَشْكُرَ,میں شکر ادا کروں,شكر,شکریہ، مہربانی، احسان,شکر ادا کرنا، تشکر کرنا، مہربانی کرنا,أَشْكُرَ الله على نعمه,میں اللہ کا شکر ادا کرتا ہوں اس کی نعمتوں کے لئے,فعل مضارع، معروف، صیغہ اول واحد، منصوب
46,أَعْمَلَ,میں عمل کروں,عمل,کام کرنا، عمل کرنا، محنت کرنا,کام کرنا، عمل کرنا، کوشش کرنا,أَعْمَلَ بجد واجتهاد,میں سختی اور محنت سے کام کرتا ہوں,فعل مضارع، معروف، صیغہ اول واحد، منصوب
46,نَتَقَبَّلُ,ہم قبول کرلیتے ہیں,قبل,پہلے، قبل، اگلے,قبول کرنا، منظور کرنا، راضی ہونا,نحن نتقبل النتائج بصبر,ہم صبر سے نتائج قبول کرتے ہیں,فعل مضارع، معروف، صیغہ اول جمع، مرفوع
46,قَالَ,جس نے کہا,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,هو قال الحق,وہ نے سچ بولا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
46,أُخْرَجَ,میں نکالا جاؤں گا,خرج,نکلنا، باہر نکلنا، خارج کرنا,نکالنا، خارج کرنا، باہر کرنا,أُخْرَجَ من الفصل,میں کلاس سے نکالا جاؤں گا,فعل مضارع، مجہول، صیغہ اول واحد، منصوب
46,خَلَتِ,گزر چکیں,خلو,تنہائی، اکیلا پن، خلوت,گزرنا، ختم ہونا، تمام ہونا,خلت السنوات الطويلة,لمبے سال گزر چکے ہیں,فعل ماضی، معروف
46,ءَامِنْ,ایمان لے آ,أمن,امن، سلامتی، امان,ایمان لانا، اعتقاد کرنا، بھروسہ کرنا,ءَامِنْ بالله,اللہ پر ایمان لے آو,فعل امر، معروف، صیغہ دوم مذکر واحد
46,حَقَّ,حق ہوگئی,حقق,سچائی، اصل، حقیقت، حق,چسپاں ہونا، پکڑنا، جمنا,الحق حَقَّ على الباطل,حق باطل پر چسپاں ہوگیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
46,خَلَتْ,گزر چکے,خلو,تنہائی، اکیلا پن، خلوت,خالی ہونا، چھوڑ دینا، گزرنا,خلت الساعة,گھڑی گزر گئی,فعل ماضی، معروف
46,يُعْرَضُ,پیش کیے جائیں گے,عرض,پیشکش، عرض، نمایاں کرنا,پیش کرنا، عرض کرنا، ظاہر کرنا,الأفكار يُعْرَضُ في الاجتماع,تصورات میٹنگ میں پیش کیے جائیں گے,فعل مضارع، مجہول، صیغہ سوم مذکر واحد، مرفوع
46,أَنذَرَ,اس نے خبردار کیا,نذر,وعدہ، عہد، عید کا وعدہ,خبردار کرنا، انتباہ کرنا، سمجھانا,أَنذَرَ الناس من الخطر,اس نے لوگوں کو خطرے کی خبرداری دی,فعل ماضی، معروف، صیغہ سوم مذکر واحد
46,خَلَتِ,گزر چکے تھے,خلو,تنہائی، اکیلا پن، خلوت,گزرنا، ختم ہونا، تمام ہونا,خلت السنوات الطويلة,لمبے سال گزر چکے ہیں,فعل ماضی، معروف
46,أَخَافُ,میں ڈرتا ہوں,خوف,خوف، ڈر، ہیبت,ڈرنا، خوفزدہ ہونا، بھیت ہونا,أَخَافُ الظلام,میں اندھیرے سے ڈرتا ہوں,فعل مضارع، معروف، صیغہ اول واحد، مرفوع
46,قَالَ,اس نے کہا,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,هو قال الحق,وہ نے سچ بولا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
46,تُدَمِّرُ,ہلاک کرتی ہے,دمر,تباہ کرنا& برباد کرنا,ہلاک کرنا، تباہ کرنا، برباد کرنا,الحرب تُدَمِّرُ البلاد,جنگ ملک کو تباہ کرتی ہے,فعل مضارع، معروف، مرفوع
46,يُرَىٰٓ,دکھائی دیتے تھے,رأي,دیکھنا، مشاہدہ کرنا، نظر آنا,دکھانا، نمایاں کرنا، ظاہر کرنا,الجبال يُرَىٰٓ من النافذة,پہاڑوں کو کھڑکی سے دکھائی دیتے تھے,فعل مضارع، مجہول، صیغہ سوم مذکر واحد، منصوب
46,نَجْزِى,ہم بدلہ دیا کرتے ہیں,جزي,جزا، بدلہ، معاوضہ,جزا دینا، مکافات دینا، انعام دینا,نجزى العاملين على جهودهم,ہم کام کرنے والوں کو ان کی محنت کا بدلہ دیتے ہیں,فعل مضارع، معروف، صیغہ اول جمع، مرفوع
46,أَغْنَىٰ,کام آئے,غني,بےنیاز، امیر، مالدار,غنی ہونا، کافی ہونا,أغنى الله عنه,اللہ نے اسے کافی بنا دیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
46,قُضِىَ,پورا کر دیا گیا۔پڑھ لیا گیا,قضي,فیصلہ کرنا، حکم دینا، مکمل کرنا,فیصلہ کرنا، حکم دینا,قُضِىَ الحكم في القضية,مقدمہ میں فیصلہ سنا دیا گیا,فعل ماضی، مجہول، صیغہ سوم مذکر واحد
46,أُنزِلَ,اتاری گئی,نزل,نیچے اتارنا، مہمان نوازی کرنا، ٹھہرنا,نزول، اترنا، نازل ہونا,القرآن أُنزِلَ في ليلة القدر,قرآن شب قدر میں نازل کیا گیا,فعل ماضی، مجہول، صیغہ سوم مذکر واحد
46,يَهْدِىٓ,ہدایت دیتی ہے,هدي,ہدایت، رہنمائی، راستہ دکھانے,راہنمائی کرنا، ہدایت دینا,يهدي الله الناس إلى الصراط المستقيم,اللہ لوگوں کو سیدھے راستے کی ہدایت کرتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
46,يَغْفِرْ,بخش دے گا,غفر,معاف کرنے والا، بخشنے والا، کشف کرنے والا,بخشنا، معاف کرنا، گناہوں سے نجات دینا,إن الله يغفر الذنوب جميعا,اللہ تمام گناہوں کو بخش دے گا,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
46,يُجِبْ,جواب دے,جوب,جواب دینا، مقابلہ کرنا، سامنا کرنا,جواب دینا، رد کرنا، موازنہ کرنا,إذا سألت فإن الله يجيب,جب تم سوال کرتے ہو تو اللہ جواب دیتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
46,خَلَقَ,جس نے پیدا کیا,خلق,پیدا کرنا، تخلیق، تشکیل,پیدا کرنا، تخلیق کرنا، بنانا,هو خلق الإنسان,اس نے انسان کو پیدا کیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
46,يَعْىَ,تھکا,عيي,,تھکن، کمزوری، ناتواں,إن الإنسان يعى بالعياء,انسان تھک جاتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
46,يُحْۦِىَ,وہ زندہ کرے,حيي,زندہ کرنا، ہمیشہ رہنا، حیات,زندہ کرنا، حیات بخشنا، جیوندہ کرنا,إن الله يحيي الموتى,اللہ مردے کو زندہ کرے گا,فعل مضارع، معروف، صیغہ سوم مذکر واحد، منصوب
46,يُعْرَضُ,پیش کیے جائیں گے,عرض,پیشکش، عرض، نمایاں کرنا,پیش کرنا، عرض کرنا، ظاہر کرنا,الأفكار يُعْرَضُ في الاجتماع,تصورات میٹنگ میں پیش کیے جائیں گے,فعل مضارع، مجہول، صیغہ سوم مذکر واحد، مرفوع
46,قَالَ,فرمائے گا,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,هو قال الحق,وہ نے سچ بولا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
46,صَبَرَ,صبر کیا,صبر,صبر، ثبات، استقامت,صبر کرنا، برداشت کرنا، سبار کرنا,صبر على المصاعب,اس نے مشکلات پر صبر کیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
46,تَسْتَعْجِل,تم جلدی کرو,عجل,جلدی، تیزی، فوریت,جلدی کرنا، تیزی سے کام کرنا، فوری کام کرنا,لماذا تستعجل بالأمور,تم کیوں کاموں میں جلدی کر رہے ہو,فعل مضارع، معروف، صیغہ دوم مذکر واحد، مجزوم
46,يُهْلَكُ,ہلاک کی جائے گی,هلك,ہلاکت، تباہی، بربادی,ہلاک کرنا، مٹا دینا، ختم کرنا,يهلك الظالم,ظالم ہلاک کیا جائے گا,فعل مضارع، مجہول، صیغہ سوم مذکر واحد، مرفوع
47,أَضَلَّ,ضائع کردیئے (اللہ نے),ضلل,گمراہ ہونا، گم کردہ راستہ، بھٹک جانا,گمراہ کرنا، بھٹکانا، راہ سے بہکانا,أضل الرجل في الغابة,آدمی کو جنگل میں گمراہ کردیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
47,نُزِّلَ,نازل کیا گیا,نزل,نیچے اتارنا، مہمان نوازی کرنا، ٹھہرنا,نیچے اتارنا، نازل کرنا، لے آنا,نزل القرآن,قرآن نازل کیا گیا,فعل ماضی، مجہول، صیغہ سوم مذکر واحد
47,كَفَّرَ,اس نے دور کردیں,كفر,کفر کرنا، انکار کرنا، مذہب سے انحراف,کفرانہ کام کرنا، غیر مسلم بنانا، کفر کرنا,إنه كفر بالله,اس نے اللہ کا انکار کر دیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
47,يَضْرِبُ,بیان کرتا ہے,ضرب,ضرب کرنا، مارنا، تشدد کرنا,بیان کرنا، ظاہر کرنا، مشہور کرنا,هو يضرب المثل,وہ مثال بیان کرتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
47,تَضَعَ,ڈال دے۔ رکھ دے,وضع,رکھنا، جمع کرنا، ڈالنا,رکھنا، جمع کرنا، نفی کرنا,أين تضع الأشياء,تم چیزوں کو کہاں رکھتے ہو,فعل مضارع، معروف، منصوب
47,يَشَآءُ,چاہتا,شيأ,چیز، شے، مواد,چاہنا، خواہش کرنا، ارادہ کرنا,يشاء الله ما يريد,اللہ وہ چاہتا ہے جو چاہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
47,يُضِلَّ,ضائع کرے گا,ضلل,گمراہ ہونا، گم کردہ راستہ، بھٹک جانا,ضائع کرنا، گمراہ کرنا، بھٹکانا,إن الله يضل من يشاء,اللہ جسے چاہتا ہے ضائع کر دیتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، منصوب
47,أَنزَلَ,نازل فرمایا,نزل,نیچے اتارنا، مہمان نوازی کرنا، ٹھہرنا,نازل کرنا، اتارنا، لانا,أنزل الله القرآن,اللہ نے قرآن نازل کیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
47,كَانَ,ہوا,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,كان الوالد في المنزل,والد گھر میں تھے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
47,دَمَّرَ,ہلاکت ڈالی,دمر,تباہ کرنا& برباد کرنا,تباہ کرنا، برباد کرنا، خراب کرنا,دمر البيت بالكامل,اس نے مکمل طور پر گھر کو تباہ کر دیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
47,يُدْخِلُ,داخل کرے گا,دخل,داخل ہونا، اندر جانا، گھسنا,داخل کرنا، اندر لے جانا، مداخلت کرنا,يدخل البيت بصمت,وہ خاموشی سے گھر میں داخل ہوتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
47,تَجْرِى,بہتی ہیں,جري,بہنا& چلنا,بہنا، روانہ ہونا، گزرنا,تَجْرِى الأنهار في الأرض,دریا زمین میں بہتے ہیں,فعل مضارع، معروف، مرفوع
47,تَأْكُلُ,کھاتے ہیں,أكل,کھانا، تناول، خوراک,کھانا، تناول کرنا,تأكل الطعام,تو کھانا کھاتے ہیں,فعل مضارع، معروف، مرفوع
47,كَانَ,ہو,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,كان الوالد في المنزل,والد گھر میں تھے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
47,زُيِّنَ,جو خوبصورت بنائے گئے,زين,خوبصورتی، سنگھار، زیب,خوبصورت بنانا، زیبا کرنا، سجانا,المدينة زُيِّنَتْ بالزهور,شہر کو پھولوں سے خوبصورت بنادی گئی,فعل ماضی، مجہول، صیغہ سوم مذکر واحد
47,وُعِدَ,وعدہ دیئے گئے,وعد,وعدہ، عہد، پکا وعدہ,وعدہ کرنا، اہداف دینا، پیمانہ لگانا,وعد الرجل,مرد کو وعدہ کئے گئے,فعل ماضی، مجہول، صیغہ سوم مذکر واحد
47,يَتَغَيَّرْ,تبدیل ہوا,غير,دوسرا، غیر، ناقابل تسلیم,تبدیل ہونا، بدل دینا، متغیر ہونا,الأمور تتغير بسرعة,چیزیں تیزی سے تبدیل ہوتی ہیں,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
47,يَسْتَمِعُ,غور سے سنتا ہے,سمع,سننا، سماعت، گوش کرنا,سننا، توجہ دینا، کان لگانا,هو يستمع إلى الموسيقى,وہ غور سے موسیقی سنتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
47,قَالَ,اس نے کہا,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,هو قال الحق,وہ نے سچ بولا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
47,طَبَعَ,مہر لگا دی,طبع,فطرت& عادت& مزاج,مہر لگانا، ٹھپہ لگانا، مہربانی کرنا,طَبَعَ الرجل الوثيقة,اس آدمی نے دستاویز پر مہر لگا دی,فعل ماضی، معروف، صیغہ سوم مذکر واحد
47,جَآءَ,آچکیں,جيأ,آنا، لانا، پہنچانا,آنا، پہنچنا، موجود ہونا,هو جاء الى المكان,وہ جگہ پر آ گیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
47,يَعْلَمُ,جانتا ہے,علم,علم، معرفت، شناخت,علم رکھنا، جاننا، سمجھنا,يعلم الطالب الدرس جيدا,طالب کو سبق اچھی طرح پتہ ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
47,نُزِّلَتْ,اتاری گئی,نزل,نیچے اتارنا، مہمان نوازی کرنا، ٹھہرنا,نازل ہونا، اتارنا، نیچے لے جانا,نزلت الأمطار بغزارة,بارش تیزی سے ہو رہی تھی,فعل ماضی، مجہول
47,أُنزِلَتْ,اتاری گئی,نزل,نیچے اتارنا، مہمان نوازی کرنا، ٹھہرنا,نازل ہونا، اتارنا، لانا,أُنزِلَتْ الأمطار,بارش اتاری گئی,فعل ماضی، مجہول
47,عَزَمَ,مقرر ہوا,عزم,عزم، ارادہ، پختگی,عزم کرنا، ارادہ کرنا، تصمیم کرنا,عزم على السفر,اس نے سفر کا فیصلہ کر لیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
47,تَبَيَّنَ,واضح ہوگئی,بين,درمیان، مابین، بچھ میں,واضح کرنا، ظاہر کرنا، بیان کرنا,تَبَيَّنَ الحق من الباطل.,حق و باطل کا فرق واضح ہو گیا.,فعل ماضی، معروف، صیغہ سوم مذکر واحد
47,سَوَّلَ,آسان کردیا,سول,,آسان کرنا، سہل کرنا، خفیف کرنا,سول الأمور للناس,اس نے لوگوں کے لئے کام آسان کر دیے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
47,نَزَّلَ,نازل کی,نزل,نیچے اتارنا، مہمان نوازی کرنا، ٹھہرنا,نازل کرنا، اتارنا، لانا,هو نزل الكتاب,اس نے کتاب کو نازل کیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
47,يَعْلَمُ,جانتا ہے,علم,علم، معرفت، شناخت,علم رکھنا، جاننا، سمجھنا,يعلم الطالب الدرس جيدا,طالب کو سبق اچھی طرح پتہ ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
47,أَسْخَطَ,جس نے غصہ دلایا,سخط,ناراض ہونا,غصہ دلانا، ناراضگی پیدا کرنا، خفا ہونا,أسخط الناس بتصرفاته,اس کی حرکتوں نے لوگوں کو ناراض کر دیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
47,حَسِبَ,سمجھتے ہیں,حسب,حساب، گنتی، شمار، تقسیم,حساب کرنا، سمجھنا,حسب الرجل أنه فاز,مرد نے سمجھ رکھا ہے کہ وہ جیت گیا ہے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
47,يُخْرِجَ,نکالے گا,خرج,نکلنا، باہر نکلنا، خارج کرنا,نکالنا، خارج کرنا، باہر پھینکنا,الله يخرج الحي من الميت,اللہ مردے سے زندہ کو نکالے گا,فعل مضارع، معروف، صیغہ سوم مذکر واحد، منصوب
47,نَشَآءُ,ہم چاہیں,شيأ,چیز، شے، مواد,چاہنا، خواہش کرنا,نشاء ان نذهب الى المدرسة,ہم چاہتے ہیں کہ ہم سکول جائیں,فعل مضارع، معروف، صیغہ اول جمع، مرفوع
47,يَعْلَمُ,جانتا ہے,علم,علم، معرفت، شناخت,علم رکھنا، جاننا، سمجھنا,يعلم الطالب الدرس جيدا,طالب کو سبق اچھی طرح پتہ ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
47,نَعْلَمَ,ہم جان لیں,علم,علم، معرفت، شناخت,جاننا، علم رکھنا، معلوم ہونا,نعلم أن الله على كل شيء قدير,ہم جانتے ہیں کہ اللہ ہر چیز پر قادر ہے,فعل مضارع، معروف، صیغہ اول جمع، منصوب
47,تَبَيَّنَ,واضح ہوچکی,بين,درمیان، مابین، بچھ میں,واضح کرنا، ظاہر کرنا، بیان کرنا,تَبَيَّنَ الحق من الباطل.,حق و باطل کا فرق واضح ہو گیا.,فعل ماضی، معروف، صیغہ سوم مذکر واحد
47,يَغْفِرَ,معاف کرے گا,غفر,معاف کرنے والا، بخشنے والا، کشف کرنے والا,معاف کرنا، بخش دینا، گناہوں کو چھوڑ دینا,الله يَغْفِرَ الذنوب,اللہ گناہوں کو معاف کرے گا,فعل مضارع، معروف، صیغہ سوم مذکر واحد، منصوب
47,يَبْخَلُ,جو بخل کرتا ہے,بخل,بخل، کنجوسی، لالچ,بخل کرنا، کنجوسی کرنا، محروم کرنا,الذي يبخل لا ينجح أبدا,جو بخل کرتا ہے وہ کبھی کامیاب نہیں ہوتا,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
47,يَبْخَلْ,بخل کرتا ہے,بخل,بخل، کنجوسی، لالچ,بخل کرنا، کنجوسی کرنا، محروم کرنا,لا تبخل على نفسك,خود پر بخل نہ کرو,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
47,يَبْخَلُ,وہ بخل کرتا ہے,بخل,بخل، کنجوسی، لالچ,بخل کرنا، کنجوسی کرنا، محروم کرنا,الذي يبخل لا ينجح أبدا,جو بخل کرتا ہے وہ کبھی کامیاب نہیں ہوتا,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
47,يَسْتَبْدِلْ,وہ بدل دے گا,بدل,تبدیلی، بدل، ردو بدل,بدلنا، تبدیل کرنا، متبادل کرنا,إن الله يستبدل الأمور كما يشاء,اللہ جیسا چاہتا ہے چیزوں کو بدل دیتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
48,تَقَدَّمَ,پہلے ہوچکا,قدم,پیشگی، آگے بڑھنا، پیش رفت,آگے بڑھنا، ترقی کرنا، پیش قدم ہونا,تقدم في الحياة بسرعة,اس نے زندگی میں تیزی سے پیش قدمی کی,فعل ماضی، معروف، صیغہ سوم مذکر واحد
48,تَأَخَّرَ,بعد میں ہوا,أخر,آخر، بعد ، دوسرے,تاخیر کرنا، دیر کرنا,تأخر في الوصول,وہ پہنچنے میں دیر کرتا ہے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
48,أَنزَلَ,جس نے نازل کی,نزل,نیچے اتارنا، مہمان نوازی کرنا، ٹھہرنا,نازل کرنا، اتارنا، لانا,أنزل الله القرآن,اللہ نے قرآن نازل کیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
48,تَجْرِى,بہتی ہیں,جري,بہنا& چلنا,بہنا، روانہ ہونا، گزرنا,تَجْرِى الأنهار في الأرض,دریا زمین میں بہتے ہیں,فعل مضارع، معروف، مرفوع
48,نَّكَثَ,توڑ دے,نكث,توڑنا,وعدہ توڑنا، احد توڑنا، عہد شکستی,إنه نكث العهد بعد أن وعد,وہ وعدہ توڑ چکا ہے جبکہ وعدہ کر چکا تھا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
48,يَنكُثُ,وہ توڑتا ہے,نكث,توڑنا,وعدہ توڑنا، احد توڑنا، عہد شکستی,هو ينكث العهد كلما أعطي الفرصة,وہ ہر بار موقع ملنے پر عہد توڑتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
48,أَوْفَىٰ,پورا کرے,وفي,پورا کرنا، پوری کہی گئی بات کو مکمل کرنا,پورا کرنا، مکمل کرنا، کامل کرنا,هو أَوْفَىٰ بوعده,اُس نے اپنا وعدہ پورا کیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
48,عَٰهَدَ,اس نے عہد کیا,عهد,عہد، پیمان، میثاق,عہد کرنا، وعدہ کرنا، اقرار کرنا,عَٰهَدَ الرجل على الصدق,وہ شخص نے سچائی پر عہد کیا تھا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
48,لَيْسَ,نہیں,ليس,نہیں ہے، نہیں ہوتا، نہیں ہونا,نہیں ہونا، موجود نہ ہونا,ليس هناك ماء,وہاں پانی نہیں ہے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
48,قُلْ,کہہ دیجیے,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,قل له أن يأتي,اسے کہ دو کہ وہ آئے,فعل امر، معروف، صیغہ دوم مذکر واحد
48,يَمْلِكُ,مالک ہوگا,ملك,مالک، حاکم، سربراہ,مالک ہونا، حاکم ہونا، قابو رکھنا,يَمْلِكُ الرجل الكثير من الأراضي,مرد بہت ساری زمینوں کا مالک ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
48,أَرَادَ,اس نے ارادہ کیا,رود,چاہنا، خواہش,ارادہ کرنا، چاہنا، خواہش کرنا,هو أراد الخروج,وہ باہر جانے کا ارادہ کرتا تھا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
48,أَرَادَ,اس نے ارادہ کیا,رود,چاہنا، خواہش,ارادہ کرنا، چاہنا، خواہش کرنا,هو أراد الخروج,وہ باہر جانے کا ارادہ کرتا تھا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
48,كَانَ,ہے,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,كان الوالد في المنزل,والد گھر میں تھے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
48,يَنقَلِبَ,پلٹ کر آئیں گے,قلب,پھیرنا، موڑنا، بدلنا، رائے بدلنا,پلٹنا، منہ موڑنا، رجوع کرنا,سوف ينقلب الأمر عليه,معاملہ اس کے خلاف پلٹ جائے گا,فعل مضارع، معروف، صیغہ سوم مذکر واحد، منصوب
48,يُؤْمِنۢ,ایمان لائے,أمن,امن، سلامتی، امان,ایمان لانا، ماننا، قبول کرنا,يؤمن بالله,وہ اللہ پر ایمان لاتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
48,يَغْفِرُ,بخش دے گا,غفر,معاف کرنے والا، بخشنے والا، کشف کرنے والا,معاف کرنا، بخشنا، کسی کو معاف کرنا,هو يغفر للناس,وہ لوگوں کو معاف کرتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
48,يَشَآءُ,وہ چاہے گا,شيأ,چیز، شے، مواد,چاہنا، خواہش کرنا، ارادہ کرنا,يشاء الله ما يريد,اللہ وہ چاہتا ہے جو چاہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
48,يَشَآءُ,وہ چاہے گا,شيأ,چیز، شے، مواد,چاہنا، خواہش کرنا، ارادہ کرنا,يشاء الله ما يريد,اللہ وہ چاہتا ہے جو چاہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
48,قُل,کہہ دیجیے,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,قل لهم الحق,انہیں حق بات کہہ دیجیے,فعل امر، معروف، صیغہ دوم مذکر واحد
48,قَالَ,فرمایا,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,هو قال الحق,وہ نے سچ بولا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
48,قُل,کہہ دیجیے,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,قل لهم الحق,انہیں حق بات کہہ دیجیے,فعل امر، معروف، صیغہ دوم مذکر واحد
48,لَّيْسَ,نہیں ہے,ليس,نہیں ہے، نہیں ہوتا، نہیں ہونا,نہیں ہونا، عدم ہونا، کمی ہونا,هو ليس بالمذنب,وہ مجرم نہیں ہے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
48,يُطِعِ,اطاعت کرے گا,طوع,طاعت، اطاعت، فرمانبرداری، تابعداری,اطاعت کرنا، فرمانبرداری کرنا، تابعداری کرنا,هو يطيع القوانين,وہ قوانین کی اطاعت کرے گا,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
48,تَجْرِى,بہتی ہیں,جري,بہنا& چلنا,بہنا، روانہ ہونا، گزرنا,تَجْرِى الأنهار في الأرض,دریا زمین میں بہتے ہیں,فعل مضارع، معروف، مرفوع
48,يَتَوَلَّ,منہ پھیرے گا,ولي,حاکم بنانا، مددگار بننا، سرپرستی کرنا,دوستی کرنا، محبت کرنا، ولی بننا,يَتَوَلَّ اليتامى,وہ یتیموں سے دوستی کرے گا,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
48,رَضِىَ,راضی ہوگیا,رضو,راضی ہونا، قبول کرنا، منظور کرنا,راضی ہونا، خوش ہونا، قبول کرنا,رضي بالقرار بعد النقاش,بحث کے بعد فیصلے سے راضی ہوگیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
48,أَحَاطَ,گھیر رکھا ہے,حوط,گھیرنا، احاطہ کرنا، محیط ہونا,گھیرنا، محاصرہ کرنا، چاروں طرف سے بند کرنا,الموت أحاط بنا,موت نے ہمیں گھیر لیا ہے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
48,خَلَتْ,گزر چکا,خلو,تنہائی، اکیلا پن، خلوت,خالی ہونا، چھوڑ دینا، گزرنا,خلت الساعة,گھڑی گزر گئی,فعل ماضی، معروف
